true_label,pred,target_label,pred_fw,fw_time,n_iteration_fw,dist_mean_fw,dist_max_fw,dist_min_fw,pred_fw_as,fw_as_time,n_iteration_fw_as,dist_mean_fw_as,dist_max_fw_as,dist_min_fw_as,pred_fw_pair,fw_pair_time,n_iteration_fw_pair,dist_mean_fw_pair,dist_max_fw_pair,dist_min_fw_pair,epsilon
1,1,2,2,0.6353800296783447,4,0.0452144555747509,0.09000015258789062,0.00999993085861206,2,2.037247896194458,3,0.03581688925623894,0.07187509536743164,0.015624985098838806,2,2.5235252380371094,4,0.049864400178194046,0.09062504768371582,0.00937497615814209,0.1
6,5,3,3,0.309481143951416,2,0.06666667014360428,0.06666672229766846,0.0666666030883789,3,0.9416980743408203,1,0.024999994784593582,0.025000035762786865,0.02499997615814209,3,0.9336769580841064,1,0.024999994784593582,0.025000035762786865,0.02499997615814209,0.1
4,5,8,8,0.3170051574707031,2,0.06666667759418488,0.06666672229766846,0.0666666030883789,8,0.9404709339141846,1,0.024999987334012985,0.025000035762786865,0.02499997615814209,8,0.9360191822052002,1,0.024999987334012985,0.025000035762786865,0.02499997615814209,0.1
3,3,4,4,0.938298225402832,6,0.03657108545303345,0.09523820877075195,0.0,4,1.2459747791290283,2,0.03727911040186882,0.06250011920928955,0.01249992847442627,4,1.1018569469451904,2,0.04977911710739136,0.07500004768371582,0.02499997615814209,0.1
3,5,5,5,0.15488195419311523,1,0.0,0.0,0.0,5,0.15755677223205566,0,0.0,0.0,0.0,5,0.15337300300598145,0,0.0,0.0,0.0,0.1
4,4,8,8,0.468386173248291,3,0.05095663666725159,0.08333337306976318,0.016666650772094727,8,1.113624095916748,2,0.051174528896808624,0.07500004768371582,0.02499997615814209,8,1.0762879848480225,2,0.05117453634738922,0.07500004768371582,0.02499997615814209,0.1
3,3,4,4,0.624913215637207,4,0.04499641805887222,0.09000015258789062,0.00999993085861206,4,1.256951093673706,1,0.006250008940696716,0.00625002384185791,0.0062499940395355225,4,1.2974958419799805,1,0.006250008940696716,0.00625002384185791,0.0062499940395355225,0.1
1,1,6,6,1.0362367630004883,6,0.0382687933743,0.09523820877075195,0.0,6,2.888507843017578,4,0.041655637323856354,0.07949221134185791,0.00253903865814209,6,6.204385995864868,6,0.050198886543512344,0.07979166507720947,0.020208299160003662,0.1
3,3,7,7,0.7927591800689697,5,0.03974074497818947,0.09333348274230957,0.0,7,3.7213571071624756,3,0.048759825527668,0.05116593837738037,0.04650259017944336,7,3.405701160430908,3,0.0499270036816597,0.05231940746307373,0.04768061637878418,0.1
1,1,8,8,0.49257683753967285,3,0.05107356235384941,0.08333337306976318,0.016666650772094727,8,0.7853858470916748,2,0.051457542926073074,0.07500004768371582,0.02499997615814209,8,1.1043720245361328,3,0.051329657435417175,0.08750009536743164,0.01249992847442627,0.1
