true_label,pred,target_label,pred_fw,fw_time,n_iteration_fw,dist_mean_fw,dist_max_fw,dist_min_fw,pred_fw_as,fw_as_time,n_iteration_fw_as,dist_mean_fw_as,dist_max_fw_as,dist_min_fw_as,pred_fw_pair,fw_pair_time,n_iteration_fw_pair,dist_mean_fw_pair,dist_max_fw_pair,dist_min_fw_pair,epsilon
91,91,406,91,3.1541829109191895,25,0.0051322211511433125,0.009971857070922852,0.0,91,11.748797178268433,24,0.005163771566003561,0.009947657585144043,0.0,91,5.365855932235718,24,0.00531769311055541,0.010000467300415039,0.0,0.01
171,171,533,533,1.929466724395752,15,0.004582387860864401,0.009917140007019043,8.296966552734375e-05,533,8.335124969482422,17,0.004850778263062239,0.009952723979949951,0.0,172,4.426976919174194,24,0.0049208588898181915,0.01000058650970459,0.0,0.01
980,980,884,979,3.143355131149292,25,0.004931252915412188,0.009972095489501953,0.0,979,11.780517816543579,24,0.005055473651736975,0.009276270866394043,1.4901161193847656e-08,980,4.044416904449463,24,0.005133211147040129,0.009990334510803223,9.894371032714844e-06,0.01
218,218,857,218,3.1189987659454346,25,0.006016769912093878,0.009972095489501953,0.0,218,11.600251913070679,24,0.006024596747010946,0.009664356708526611,1.1920928955078125e-07,218,4.776398658752441,24,0.005516893230378628,0.009990334510803223,9.894371032714844e-06,0.01
19,19,581,19,3.507560968399048,25,0.004475145135074854,0.009971857070922852,0.0,19,13.113672018051147,24,0.00482453778386116,0.009964734315872192,2.9802322387695312e-08,19,5.10329794883728,24,0.004927868489176035,0.010000348091125488,0.0,0.01
658,496,75,658,3.170391082763672,25,0.006742395926266909,0.009972095489501953,0.0,658,11.740128993988037,24,0.006882724352180958,0.009979844093322754,5.960464477539063e-08,658,4.906778812408447,24,0.006362712476402521,0.01000058650970459,0.0,0.01
549,893,612,893,3.096950054168701,25,0.006691935937851667,0.009972095489501953,0.0,893,11.621993780136108,24,0.006507743149995804,0.00960385799407959,8.940696716308594e-08,893,4.285517930984497,24,0.005762547720223665,0.00975024700164795,9.894371032714844e-06,0.01
808,808,13,808,3.0958330631256104,25,0.005088102538138628,0.009972095489501953,0.0,808,11.365360975265503,24,0.005155530292540789,0.009945988655090332,0.0,808,5.188081741333008,24,0.005387637298554182,0.010000348091125488,0.0,0.01
305,75,510,305,3.106027126312256,25,0.004686727654188871,0.009972095489501953,0.0,305,11.550617218017578,24,0.00475860433652997,0.009931385517120361,5.960464477539063e-08,305,4.529074192047119,24,0.005379490088671446,0.01000058650970459,0.0,0.01
416,416,789,789,2.010436773300171,16,0.003264706116169691,0.009926795959472656,7.30752944946289e-05,602,11.5333890914917,24,0.0038485315162688494,0.009727954864501953,8.940696716308594e-08,416,5.010642051696777,24,0.005084007978439331,0.010000169277191162,0.0,0.01
