true_label,pred,target_label,pred_fw,fw_time,n_iteration_fw,dist_mean_fw,dist_max_fw,dist_min_fw,pred_fw_as,fw_as_time,n_iteration_fw_as,dist_mean_fw_as,dist_max_fw_as,dist_min_fw_as,pred_fw_pair,fw_pair_time,n_iteration_fw_pair,dist_mean_fw_pair,dist_max_fw_pair,dist_min_fw_pair,epsilon
1,1,5,5,0.7535457611083984,4,0.006133830174803734,0.009000062942504883,0.0009999275207519531,5,1.7026197910308838,2,0.007659814786165953,0.00991290807723999,0.00446707010269165,5,2.696100950241089,7,0.006718975491821766,0.010000109672546387,0.0014998912811279297,0.01
6,5,0,0,1.3822519779205322,7,0.005329197738319635,0.009642958641052246,0.00035703182220458984,0,3.24531888961792,4,0.009773301891982555,0.009997203946113586,0.009382784366607666,0,4.1200110912323,12,0.0060852994211018085,0.010000109672546387,0.000299990177154541,0.01
4,5,1,1,1.3694310188293457,7,0.005815048702061176,0.009642958641052246,0.00035703182220458984,1,3.304615020751953,4,0.008762565441429615,0.009999394416809082,0.006880581378936768,5,6.349081039428711,24,0.006829037796705961,0.010000228881835938,0.0014998912811279297,0.01
3,3,8,8,1.9872338771820068,10,0.007448520045727491,0.009818315505981445,0.0,8,3.9809467792510986,5,0.009067191742360592,0.009999796748161316,0.005620181560516357,7,6.998183965682983,24,0.007413935381919146,0.010000109672546387,0.0,0.01
3,5,6,6,0.5849020481109619,3,0.00437388988211751,0.008333355188369751,0.0016666650772094727,6,0.9763720035552979,1,0.0015599948819726706,0.0015600025653839111,0.0015599727630615234,6,1.013794183731079,1,0.0015599948819726706,0.0015600025653839111,0.0015599727630615234,0.01
4,4,1,1,4.765365123748779,24,0.007209375500679016,0.009966850280761719,3.314018249511719e-05,1,6.998707056045532,9,0.00814545713365078,0.01000000536441803,0.0027132630348205566,3,6.770956754684448,24,0.007607791107147932,0.010000109672546387,0.0003399848937988281,0.01
3,3,6,6,1.2014379501342773,6,0.007218624465167522,0.009523868560791016,0.0,6,2.523292303085327,3,0.007973602041602135,0.00999671220779419,0.0031232833862304688,6,6.323379993438721,23,0.008027903735637665,0.010000348091125488,0.002319931983947754,0.01
1,1,4,4,1.169158935546875,6,0.006053280085325241,0.009523868560791016,0.0,4,3.2471389770507812,4,0.006324965972453356,0.00999826192855835,0.00029252469539642334,3,6.439049005508423,24,0.007507756352424622,0.010000348091125488,0.0027196407318115234,0.01
3,3,5,5,0.3791537284851074,2,0.006666662637144327,0.006666690111160278,0.006666630506515503,5,0.953434944152832,1,0.004689994268119335,0.004690051078796387,0.004689991474151611,5,0.944915771484375,1,0.004689994268119335,0.004690051078796387,0.004689991474151611,0.01
1,1,4,4,1.3607218265533447,7,0.006883650552481413,0.009642958641052246,0.00035703182220458984,4,2.4876818656921387,3,0.00859434437006712,0.009997904300689697,0.00562208890914917,3,6.127958059310913,24,0.009624378755688667,0.010000348091125488,0.008779998868703842,0.01
8,8,1,1,0.38512516021728516,2,0.006666659377515316,0.006666690111160278,0.006666630506515503,1,0.9492490291595459,1,0.009689989499747753,0.009690046310424805,0.00968998670578003,1,0.9708867073059082,1,0.009689989499747753,0.009690046310424805,0.00968998670578003,0.01
6,6,5,5,0.4066128730773926,2,0.0066666617058217525,0.006666690111160278,0.006666630506515503,5,0.9238460063934326,1,0.008440002799034119,0.008440017700195312,0.008439987897872925,5,0.9691100120544434,1,0.008440002799034119,0.008440017700195312,0.008439987897872925,0.01
5,5,8,8,0.76556396484375,4,0.006334178615361452,0.009000062942504883,0.0009999275207519531,8,1.7585840225219727,2,0.008212516084313393,0.00993211567401886,0.005687888711690903,8,2.6354660987854004,7,0.00826304778456688,0.009999999776482582,0.005139999091625214,0.01
3,4,4,4,0.21516704559326172,1,0.0,0.0,0.0,4,0.20943522453308105,0,0.0,0.0,0.0,4,0.19215798377990723,0,0.0,0.0,0.0,0.01
