true_label,pred,target_label,pred_fw,fw_time,n_iteration_fw,dist_mean_fw,dist_max_fw,dist_min_fw,pred_fw_as,fw_as_time,n_iteration_fw_as,dist_mean_fw_as,dist_max_fw_as,dist_min_fw_as,pred_fw_pair,fw_pair_time,n_iteration_fw_pair,dist_mean_fw_pair,dist_max_fw_pair,dist_min_fw_pair,epsilon
7,7,9,9,0.7477011680603027,3,0.04954914376139641,0.08333337306976318,0.016666650772094727,9,1.8153960704803467,2,0.03483220562338829,0.0618211030960083,0.005621075630187988,9,1.7663507461547852,2,0.047817379236221313,0.07010006904602051,0.02369999885559082,0.1
2,2,7,7,0.874061107635498,4,0.04532075673341751,0.09000015258789062,0.00999993085861206,7,2.7624199390411377,3,0.03387197479605675,0.06664466857910156,0.021047532558441162,7,2.5793697834014893,3,0.04449713975191116,0.08890008926391602,0.0076999664306640625,0.1
1,1,4,4,1.2612037658691406,6,0.03695486858487129,0.09523820877075195,0.0,4,7.352790594100952,8,0.07445286214351654,0.09845021367073059,0.05037188529968262,4,4.094753980636597,9,0.033363062888383865,0.050200045108795166,0.014199972152709961,0.1
0,0,6,6,0.6889140605926514,3,0.04987112805247307,0.08333337306976318,0.016666650772094727,6,1.947180986404419,2,0.059674471616744995,0.07336640357971191,0.04543358087539673,6,1.7348380088806152,2,0.03464169427752495,0.04670003056526184,0.022099971771240234,0.1
4,4,1,1,0.8887538909912109,4,0.045012637972831726,0.09000015258789062,0.00999993085861206,1,2.8815462589263916,3,0.049307867884635925,0.09853792190551758,0.007129311561584473,1,3.907709836959839,9,0.04952805116772652,0.10000008344650269,0.022199928760528564,0.1
1,1,6,6,1.2121877670288086,5,0.0406729094684124,0.09333348274230957,0.0,6,3.6496918201446533,4,0.04496478661894798,0.09200263023376465,0.004739522933959961,6,3.0954697132110596,5,0.03354299068450928,0.0667000412940979,0.002099931240081787,0.1
4,4,6,6,1.239983081817627,6,0.037205733358860016,0.09523820877075195,0.0,6,3.5327529907226562,4,0.03445899859070778,0.070395827293396,0.001097559928894043,6,2.8093948364257812,5,0.042941413819789886,0.07950001955032349,0.006699979305267334,0.1
9,9,0,0,0.842864990234375,4,0.044666655361652374,0.09000015258789062,0.00999993085861206,0,2.7202370166778564,3,0.03310184180736542,0.05124247074127197,0.015409529209136963,0,2.3983659744262695,3,0.02876473031938076,0.04060006141662598,0.017199993133544922,0.1
5,5,9,9,1.070458173751831,5,0.040392033755779266,0.09333348274230957,0.0,9,2.7579658031463623,3,0.05429624021053314,0.09828364849090576,0.00901639461517334,9,5.081753969192505,17,0.052199117839336395,0.10000008344650269,0.00299990177154541,0.1
9,9,6,6,1.5494301319122314,7,0.03498304635286331,0.09642869234085083,0.0035712718963623047,6,3.5918173789978027,4,0.02957460843026638,0.05644035339355469,0.0031059682369232178,6,3.7525808811187744,5,0.037574224174022675,0.08890008926391602,0.0012999176979064941,0.1
